customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,CustomerSupportCalls,LatePayments,DataUsageGB,AvgSessionMinutes,SatisfactionScore,Churn
CUST00831,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,107.09,8102.89,1,1,97.79,38.04,5,No
CUST00832,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,109.79,4109.93,1,0,176.86,91.82,4,No
CUST00833,Male,0,No,No,60,No,No phone service,DSL,No,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,94.78,6439.69,2,1,37.1,55.86,5,No
CUST00834,Female,0,No,No,11,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),117.22,3363.83,3,2,214.16,115.25,4,No
CUST00835,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,69.9,4339.86,0,0,235.77,24.52,3,No
CUST00836,Female,0,No,No,11,Yes,No phone service,DSL,No,No,No internet service,No,No,No internet service,One year,No,Mailed check,60.31,5829.38,2,1,48.96,5.21,4,No
CUST00837,Male,0,Yes,No,32,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),42.09,3396.5,4,1,410.68,140.68,4,No
CUST00838,Male,1,Yes,Yes,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),65.75,6985.85,0,2,364.13,149.83,2,No
CUST00839,Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),105.73,3163.48,4,2,131.66,93.66,1,No
CUST00840,Male,0,Yes,No,71,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),25.44,1889.5,0,2,72.82,88.82,5,No
CUST00841,Male,0,Yes,No,71,Yes,No,No,No,No internet service,No,Yes,No internet service,No,One year,No,Credit card (automatic),42.4,2324.58,0,2,499.13,16.55,4,No
CUST00842,Female,0,Yes,No,51,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,117.16,8138.39,2,2,14.23,152.42,4,No
CUST00843,Male,1,Yes,No,46,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),99.04,6801.57,2,1,259.77,144.46,3,Yes
CUST00844,Male,1,No,No,58,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,47.84,8094.24,2,0,368.12,149.87,1,Yes
CUST00845,Male,0,Yes,No,46,Yes,No,No,No,No internet service,No,No,No,No,Month-to-month,No,Mailed check,103.83,8375.42,0,0,468.98,46.13,2,Yes
CUST00846,Male,0,No,No,55,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.43,156.48,0,2,261.57,102.11,4,No
CUST00847,Female,0,No,No,12,Yes,Yes,DSL,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,86.68,1774.29,2,1,288.78,149.63,2,No
CUST00848,Female,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,39.93,3555.05,3,0,445.78,56.28,5,No
CUST00849,Male,1,Yes,No,34,Yes,No phone service,No,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),73.1,1920.47,3,0,204.55,156.9,3,No
CUST00850,Female,0,No,Yes,28,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,One year,Yes,Electronic check,83.19,538.05,0,0,187.27,116.15,3,No
CUST00851,Male,0,Yes,Yes,55,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Electronic check,93.36,8358.75,0,0,445.51,80.54,1,No
CUST00852,Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.68,8006.47,0,0,363.68,73.92,2,Yes
CUST00853,Male,0,Yes,No,66,Yes,Yes,DSL,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,99.35,1753.65,2,3,333.61,144.18,5,No
CUST00854,Male,1,No,No,52,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.82,4446.18,1,0,82.77,167.89,3,No
CUST00855,Male,0,No,Yes,59,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.31,8801.24,1,1,214.1,9.21,4,No
CUST00856,Male,0,Yes,No,5,Yes,No phone service,DSL,No internet service,Yes,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),26.27,5336.76,0,1,199.28,19.24,2,No
CUST00857,Male,0,Yes,Yes,47,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,93.64,4889.74,2,0,457.27,167.81,2,No
CUST00858,Male,0,No,No,34,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,68.33,3849.35,0,1,24.7,164.02,4,No
CUST00859,Female,0,No,Yes,17,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,63.96,1186.56,4,1,492.27,163.35,2,No
CUST00860,Male,0,No,Yes,10,Yes,No,No,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),90.05,1073.69,1,2,456.88,177.3,5,No
CUST00861,Female,0,No,Yes,50,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,26.06,7885.56,1,0,318.52,153.98,1,No
CUST00862,Male,0,Yes,No,22,No,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),107.3,2216.76,5,1,213.22,19.07,5,No
CUST00863,Female,0,No,No,46,Yes,No phone service,No,No,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,45.9,2479.08,2,0,385.33,91.74,3,No
CUST00864,Female,0,Yes,Yes,58,Yes,No phone service,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),101.42,1268.59,0,0,417.34,100.97,4,No
CUST00865,Female,0,Yes,No,56,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,52.27,3562.16,3,1,87.34,155.06,1,No
CUST00866,Male,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),93.4,5658.03,0,1,437.97,135.26,3,Yes
CUST00867,Male,0,Yes,No,26,Yes,No,DSL,No internet service,No,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,111.93,4887.97,4,2,74.18,170.3,3,No
CUST00868,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,No,Mailed check,89.13,356.76,1,2,203.24,13.69,1,No
CUST00869,Male,0,Yes,No,34,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),43.48,4250.18,0,1,102.58,12.06,3,No
CUST00870,Female,0,No,No,54,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.99,3796.63,4,0,270.55,168.24,3,No
CUST00871,Male,0,No,No,8,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),90.0,2397.88,2,0,465.72,149.35,2,No
CUST00872,Female,0,Yes,No,17,No,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,112.44,5860.23,2,0,172.9,157.69,5,Yes
CUST00873,Female,0,No,No,43,Yes,No,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),45.63,8461.27,3,2,409.24,166.61,4,No
CUST00874,Male,0,Yes,No,20,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,116.94,6319.27,2,1,256.87,132.71,2,No
CUST00875,Female,0,No,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),88.52,1658.6,2,2,407.34,122.75,1,Yes
CUST00876,Male,0,Yes,No,47,Yes,Yes,No,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),51.83,5881.18,4,1,450.32,39.86,1,Yes
CUST00877,Female,0,No,No,0,Yes,No phone service,DSL,No,No,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),70.98,1404.2,0,2,217.73,86.86,1,No
CUST00878,Female,1,Yes,No,26,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),96.18,4941.58,4,0,198.21,168.77,4,No
CUST00879,Male,0,Yes,No,44,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),24.74,8656.18,2,0,106.95,63.17,5,No
CUST00880,Male,0,Yes,No,62,Yes,No,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,53.62,8744.99,4,0,445.52,71.29,1,Yes
CUST00881,Male,0,Yes,Yes,57,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),108.69,7954.47,0,0,372.61,30.26,3,No
CUST00882,Female,0,No,Yes,39,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),30.69,3337.17,1,0,231.31,104.0,3,No
CUST00883,Male,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,72.8,6359.72,1,1,196.0,40.06,1,No
CUST00884,Female,0,No,No,37,Yes,No,No,No internet service,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),77.56,1569.56,2,1,52.06,128.88,3,No
CUST00885,Female,1,Yes,No,28,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),48.7,8375.56,3,1,100.84,161.6,1,No
CUST00886,Male,0,No,No,39,Yes,No,No,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),60.43,4123.39,5,0,142.26,172.58,3,No
CUST00887,Male,1,Yes,No,18,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,111.02,5139.78,3,0,442.52,107.13,3,No
CUST00888,Female,0,No,Yes,55,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,26.04,3494.89,4,2,334.12,40.15,3,No
CUST00889,Female,0,No,No,43,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Mailed check,36.14,3760.28,4,1,93.21,143.45,2,No
CUST00890,Male,0,Yes,No,64,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.12,3402.18,2,2,176.54,18.04,2,No
CUST00891,Male,0,Yes,Yes,12,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,One year,Yes,Mailed check,37.93,4310.63,0,0,94.64,128.27,5,No
CUST00892,Male,0,Yes,No,29,Yes,Yes,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),37.43,7741.92,2,1,146.49,116.09,2,No
CUST00893,Male,0,No,Yes,48,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.45,7612.73,4,2,78.8,57.38,1,No
CUST00894,Male,0,No,No,62,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,118.44,3068.87,2,1,410.22,152.24,5,No
CUST00895,Female,1,No,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,64.7,1070.44,2,0,30.0,34.77,5,No
CUST00896,Female,1,Yes,No,34,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No,One year,No,Electronic check,72.24,4074.61,1,0,223.87,165.81,3,No
CUST00897,Female,0,No,No,10,No,No,No,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),102.64,98.46,1,0,143.69,39.09,4,No
CUST00898,Female,0,No,No,48,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),89.64,6745.24,1,0,202.96,89.33,4,No
CUST00899,Male,0,Yes,No,39,Yes,No,No,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),119.6,73.77,5,0,447.13,153.65,4,Yes
CUST00900,Male,0,No,Yes,20,Yes,No,No,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,81.27,1896.75,0,1,229.53,64.46,3,No
CUST00901,Male,0,Yes,No,46,No,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),61.97,1395.59,2,1,218.29,173.32,2,No
CUST00902,Female,0,Yes,No,2,Yes,No,No,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),53.36,7866.66,3,1,210.53,94.57,1,No
CUST00903,Female,0,No,No,29,No,No phone service,DSL,Yes,Yes,No,Yes,No,No internet service,One year,No,Mailed check,118.75,8995.64,1,0,73.25,72.74,4,No
CUST00904,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,One year,No,Credit card (automatic),100.84,1358.82,3,1,279.79,78.64,2,No
CUST00905,Male,1,No,Yes,61,No,No,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),101.97,5139.42,2,2,141.35,21.14,1,No
CUST00906,Female,0,No,Yes,36,Yes,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,No,Mailed check,39.44,7443.12,1,0,306.59,64.26,5,No
CUST00907,Female,1,Yes,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No,One year,Yes,Electronic check,66.04,3203.86,0,0,331.72,51.47,2,No
CUST00908,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,22.27,2331.23,1,2,407.46,11.95,3,No
CUST00909,Male,0,No,No,45,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,One year,No,Credit card (automatic),73.44,2657.04,0,0,352.78,171.47,2,Yes
CUST00910,Female,0,Yes,No,44,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,27.38,2940.14,3,1,308.4,64.03,2,Yes
CUST00911,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,39.7,2344.88,2,1,385.04,47.89,3,Yes
CUST00912,Male,0,Yes,No,11,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,No,Month-to-month,No,Electronic check,48.2,648.01,1,0,331.13,148.71,3,No
CUST00913,Male,0,Yes,No,62,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,101.72,8276.58,2,2,172.37,27.67,4,No
CUST00914,Female,0,Yes,No,37,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,30.25,8105.2,5,0,57.58,137.88,3,No
CUST00915,Female,0,Yes,No,46,Yes,No,No,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),110.74,7678.34,1,2,377.01,161.31,4,No
CUST00916,Female,0,Yes,No,53,Yes,No,No,No internet service,No,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),76.63,6914.27,5,2,109.38,58.47,4,No
CUST00917,Female,0,No,Yes,54,Yes,No,No,No internet service,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,30.87,6746.67,1,1,431.15,118.25,3,Yes
CUST00918,Female,0,Yes,No,47,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,118.69,6368.4,1,1,349.7,60.25,5,No
CUST00919,Female,0,No,No,72,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,One year,No,Credit card (automatic),20.21,7677.49,2,0,224.71,95.9,3,No
CUST00920,Female,0,No,No,71,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),36.29,538.37,2,1,481.6,54.85,2,No
CUST00921,Male,0,No,No,14,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),38.39,6939.22,1,0,375.75,77.54,3,No
CUST00922,Male,1,Yes,Yes,70,No,No,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),106.82,7821.64,1,1,241.39,120.0,2,No
CUST00923,Male,0,No,No,15,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.78,5856.55,2,1,150.64,109.92,3,No
CUST00924,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,103.49,7645.76,0,1,133.19,13.85,5,No
CUST00925,Male,0,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),24.21,2712.73,0,1,131.06,86.51,4,Yes
CUST00926,Male,0,Yes,No,42,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),115.86,3285.45,2,1,230.95,25.55,3,No
CUST00927,Male,0,Yes,No,27,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,105.37,5510.87,0,2,96.33,65.71,2,No
CUST00928,Female,0,No,No,65,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.59,1317.41,3,1,357.5,161.54,4,Yes
CUST00929,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No,One year,Yes,Mailed check,35.29,1761.46,4,1,417.22,6.94,3,No
CUST00930,Male,0,Yes,Yes,2,Yes,No,DSL,Yes,No internet service,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),42.37,8945.86,4,1,41.13,52.44,2,Yes
CUST00931,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),42.78,7097.56,1,1,372.46,102.7,4,Yes
CUST00932,Female,0,No,No,30,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),90.28,1059.96,1,0,253.83,60.97,2,Yes
CUST00933,Male,0,No,Yes,55,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.49,1094.36,1,1,41.74,110.77,3,No
CUST00934,Male,1,Yes,No,45,No,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),20.31,3563.03,1,4,152.43,87.9,3,No
CUST00935,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.41,8980.34,0,1,442.54,82.39,2,No
CUST00936,Male,0,No,Yes,17,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),77.19,8776.85,3,1,358.65,140.89,5,No
CUST00937,Female,0,No,No,67,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Two year,No,Mailed check,25.38,4280.5,1,0,200.04,34.0,4,No
CUST00938,Male,0,No,No,34,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,75.12,4005.3,1,4,356.42,125.55,5,No
CUST00939,Female,1,No,No,22,Yes,No,DSL,No,No internet service,No,No,No,No,One year,Yes,Bank transfer (automatic),97.69,5323.46,2,0,131.25,120.51,2,No
CUST00940,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),76.42,5973.99,3,0,93.2,153.19,3,No
CUST00941,Female,1,Yes,No,13,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),53.14,2420.11,2,0,459.51,62.29,5,No
CUST00942,Male,1,No,Yes,36,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),56.11,1578.59,4,0,165.09,125.64,2,Yes
CUST00943,Female,0,Yes,No,4,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,One year,No,Mailed check,63.04,7360.07,0,1,106.75,126.96,3,No
CUST00944,Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,One year,No,Mailed check,104.75,3219.18,2,0,302.0,88.59,2,No
CUST00945,Male,0,No,No,27,Yes,No,DSL,No internet service,No,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),23.17,400.36,5,1,440.76,82.08,5,No
CUST00946,Male,1,No,Yes,3,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,55.44,7726.25,4,1,379.84,128.71,4,Yes
CUST00947,Male,0,No,No,49,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,Yes,One year,No,Credit card (automatic),115.94,6624.13,2,1,221.11,86.96,3,No
CUST00948,Female,0,Yes,No,28,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,103.12,6505.01,1,0,318.41,35.86,2,No
CUST00949,Female,0,Yes,Yes,36,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),33.48,5882.05,2,1,101.68,147.64,1,No
CUST00950,Male,0,No,No,34,No,No,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,One year,Yes,Credit card (automatic),55.49,3755.23,0,0,255.74,40.65,5,No
CUST00951,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),21.8,7998.43,2,0,419.47,37.38,2,Yes
CUST00952,Female,0,No,No,34,Yes,No,No,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,92.96,3319.88,4,1,466.92,134.05,5,No
CUST00953,Male,1,Yes,No,1,No,No,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),30.36,2447.15,3,1,366.15,45.44,3,Yes
CUST00954,Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,One year,No,Electronic check,58.59,4879.93,0,0,196.45,45.62,3,No
CUST00955,Male,1,No,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),110.3,4198.74,0,4,134.32,123.26,2,Yes
CUST00956,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,33.67,351.53,5,0,161.23,15.11,2,No
CUST00957,Female,0,Yes,Yes,63,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Mailed check,52.57,2617.99,2,2,375.33,43.87,3,No
CUST00958,Male,0,Yes,No,51,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.56,3463.08,0,1,97.66,81.7,1,No
CUST00959,Female,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),83.23,7137.06,3,0,201.74,55.02,3,No
CUST00960,Male,0,No,No,59,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,Yes,Two year,Yes,Mailed check,95.91,3607.43,2,2,482.08,117.51,4,No
CUST00961,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),115.9,8460.04,1,2,458.7,20.21,5,Yes
CUST00962,Male,0,Yes,No,5,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),111.34,6678.92,1,1,459.8,75.78,2,Yes
CUST00963,Female,1,No,No,5,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),48.66,7381.16,3,0,28.04,125.16,2,No
CUST00964,Male,0,Yes,Yes,27,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.89,8020.54,1,2,467.25,140.08,5,No
CUST00965,Male,0,No,No,41,Yes,Yes,No,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),28.64,1802.08,4,0,93.93,141.54,3,No
CUST00966,Male,0,Yes,No,40,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),57.54,7231.86,1,0,377.08,80.7,5,No
CUST00967,Male,0,Yes,No,62,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,97.44,1779.09,4,1,96.55,59.78,4,No
CUST00968,Female,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),45.84,4967.66,3,1,195.02,123.66,2,No
CUST00969,Female,1,Yes,No,28,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),102.8,2789.25,5,2,207.48,47.79,3,No
CUST00970,Male,1,No,Yes,70,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,77.32,4504.19,2,1,251.07,164.19,5,No
CUST00971,Female,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,56.02,1937.74,1,3,446.5,39.96,3,No
CUST00972,Male,1,Yes,No,1,No,Yes,No,Yes,No internet service,Yes,Yes,Yes,No,One year,Yes,Electronic check,61.82,8654.71,3,1,318.14,65.13,2,No
CUST00973,Male,0,No,No,25,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),97.1,6010.6,2,0,98.81,12.72,2,No
CUST00974,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.62,2294.09,5,0,215.52,9.77,5,No
CUST00975,Female,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,91.66,2167.55,1,2,73.19,131.39,1,No
CUST00976,Female,0,Yes,No,32,Yes,Yes,DSL,No internet service,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.7,1462.59,2,3,169.92,145.4,2,No
CUST00977,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,101.58,7005.32,1,0,213.06,29.39,4,Yes
CUST00978,Female,0,No,Yes,31,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Two year,Yes,Mailed check,41.17,4342.63,2,1,157.07,52.87,4,No
CUST00979,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.87,8054.46,1,1,386.2,33.55,3,No
